target,발음1,발음2,발음3,발음4,발음5,발음6,발음7,발음8,발음9,발음10,발음11,발음12,발음13,발음14,발음15,발음16,발음17,발음18,발음19,발음20,발음21,발음22,발음23,발음24,발음25,발음26,발음27,발음28,발음29,발음30,발음31,발음32,발음33,발음34,발음35,발음36,발음37,발음38,발음39,발음40,발음41,발음42,발음43,발음44,발음45,발음46,발음47,발음48,발음49,발음50,발음51,발음52,발음53,발음54,발음55,발음56,발음57,발음58,발음59,발음60,발음61,발음62,발음63,발음64,발음65,발음66,발음67,발음68,발음69,발음70,발음71,발음72,발음73,발음74,발음75,발음76,발음77,발음78,발음79,발음80,length,initial
right,라이트,라기츠,라키트,나이츠,라애크,라키드,마이트,라이티,라끼트,라이쓰,라이터,라이트,라으트,라이크,라기트,라이튀,라우츠,마이티,라우티,라위트,라기드,라히트,라끼트,라히트,라히트,라이크,라기츠,나이츠,라우츠,나이츠,마이트,마이트,라끼트,나이츠,마이티,마이트,라히트,라이크,라이크,마이트,나이츠,마이트,라끼트,라이크,라이트,나이츠,라우츠,라키드,라이크,라우티,라위트,라히트,나이츠,마이트,나이츠,마이트,나이츠,라키드,라이트,라이튀,라히트,라히트,마이트,라이크,라우츠,라키드,나이츠,라이크,라으트,라이튀,라키트,마이트,라우티,라키트,라이크,나이츠,라우츠,라히트,라키드,라우티,3,ㄹ
run,런,럼,넌,런,럴,랜,른,럴,럴,넌,넌,럴,넌,른,랜,럴,럼,넌,넌,넌,런,넌,런,럴,럴,런,럴,랜,런,럴,넌,럴,넌,넌,럼,넌,넌,런,럴,넌,넌,넌,넌,넌,넌,넌,럴,넌,넌,럴,럴,럴,넌,럴,럴,럴,넌,넌,럴,럴,넌,런,넌,럴,럴,넌,넌,런,럴,런,런,넌,넌,런,럴,럴,럴,랜,넌,넌,1,ㄹ
scarce,스케스,스케수,츠케스,스키스,시케스,스케쉬,스케서,수케서,스코쯔,드케스,트케스,스쾨수,스케트,서테스,스케스,스캐스,스게쉬,스테스,스쾨스,쯔케스,스에스,스쾨스,스케쉬,서테스,스캐스,쯔케스,스코쯔,스캐스,스테스,스코쯔,서테스,서테스,스코쯔,스케스,스코쯔,스캐스,서테스,스코쯔,스케수,스테스,스코쯔,시케스,서테스,스케트,스게쉬,스코쯔,스캐스,트케스,스쾨스,쯔케스,스캐스,수케서,스코쯔,츠케스,쯔케스,트케스,드케스,스케수,스케수,스케수,서테스,스캐스,트케스,스게쉬,스테스,트케스,서테스,서테스,드케스,스게쉬,스테스,쯔케스,스케수,스캐스,시케스,쯔케스,트케스,쯔케스,스쾨스,스캐스,3,ㅅ
scheme,스킴,드팀,쉬임,즈킴,쓰킴,시켐,수팀,뜨켐,시킴,스킴,쉬킴,스킨,스팀,츠킬,스큼,서킴,스핌,스캠,수킬,서팀,드킴,스킬,쉬킴,쓰킴,쓰킴,즈킴,스킴,쓰킴,뜨켐,서팀,시켐,서킴,스큼,서팀,서팀,서팀,뜨켐,스킴,드팀,쓰킴,뜨켐,뜨켐,쓰킴,즈킴,스핌,쓰킴,쓰킴,뜨켐,드팀,스큼,뜨켐,쓰킴,즈킴,쓰킴,쉬킴,서팀,뜨켐,수팀,뜨켐,쓰킴,뜨켐,스핌,쓰킴,서팀,즈킴,스핌,뜨켐,시킴,서팀,시켐,서팀,스킴,스핌,서팀,수킬,시킴,서팀,서팀,쓰킴,즈킴,2,ㅅ
search,서치,저채,새치,스치,서치,새채,서지,스채,서츠,저치,처찌,떠체,새찌,스체,서체,터추,쩌치,써치,스츠,서치,터추,써치,서치,서지,터추,저채,서체,쩌치,서치,터추,스체,쩌치,처찌,써치,처찌,스체,새찌,스치,서체,써치,서치,서치,서츠,서체,터추,새찌,터추,스체,스치,서치,처찌,스체,새찌,쩌치,스치,스치,스치,스채,서치,서치,새치,서체,터추,스채,터추,스체,쩌치,서치,서치,써치,터추,써치,스치,저채,처찌,써치,서치,써치,써치,쩌치,2,ㅅ
section,섹쎤,섹쎨,셐젼,쎅쎤,셓션,셍쎤,식쎨,섹뗜,첵텬,섹쎤,섺쎤,셓젼,식쎤,텍쎤,셓쎤,쎅뎐,색쎤,식텬,속텬,섹쎰,셍쎰,셓쎤,섹쎰,첵텬,섹쎤,셍쎰,셓션,섹쎨,첵텬,섹쎰,색쎤,셓션,식쎨,섹쎰,셓션,섹쎤,색쎤,텍쎤,쎅뎐,섺쎤,식쎨,섹뗜,셐젼,식쎨,셍쎰,섹쎤,색쎤,셓젼,셍쎰,셐젼,첵텬,섺쎤,셓젼,섺쎤,색쎤,셓쎤,첵텬,셍쎰,섹쎰,섹쎨,셐젼,색쎤,섹쎤,색쎤,첵텬,첵텬,식쎨,셐젼,첵텬,색쎤,색쎤,셍쎰,셐젼,셓션,셓젼,첵텬,식쎨,섹쎰,식쎨,셓쎤,2,ㅅ
segment,세그먼트,쎄그먼트,제그먼트,세귀펀트,쇠그먼트,쎄흐먼트,세흐먼트,세그먼츠,세그먼크,시그먼트,세그믄터,세거맨트,세그먼튀,세끄멈트,세그먼드,새그믄트,시그먼츠,세그먼터,세그먼트,세끄먼트,세흐넌트,세그믄트,세으먼트,세끄멈트,세그믄트,세그먼크,쎄흐먼트,제그먼트,세귀펀트,세으먼트,세그믄트,세그먼터,세그먼츠,세그먼터,세그먼튀,세그먼츠,세귀펀트,세흐먼트,세거맨트,세그믄트,세그먼터,세그먼튀,쇠그먼트,세그먼츠,세그먼터,시그먼츠,세그먼튀,세그먼튀,쎄흐먼트,세그먼츠,세귀펀트,세그먼튀,세그먼터,세그먼튀,쇠그먼트,세그먼트,세그믄트,세끄멈트,쎄흐먼트,세거맨트,세그먼터,세그믄트,세그믄트,세거맨트,세그믄트,세으먼트,쇠그먼트,세거맨트,세그믄트,세귀펀트,세그먼터,제그먼트,세그먼츠,쎄흐먼트,세끄먼트,세끄먼트,세그믄트,세그먼터,세그먼터,쇠그먼트,4,ㅅ
segmentation,세그먼테이션,쎄그번테이션,세흐맨테이션,세크먼테이션,테그먼테이션,세으먼테이션,세그먼케이션,세그먼테히션,시그먼테이션,세그먼테이뗜,세그뻔테이션,세그먼태이션,세으맨테이션,쇠그먼테이션,세끄먼테히션,세그먼테이션,세그먼테끼션,소그먼테이션,세그먼테애션,세그런테이션,세그먼태이션,세그먼테이뗜,세그먼테이뗜,세으맨테이션,세그먼테이뗜,세으맨테이션,세그런테이션,쇠그먼테이션,세으맨테이션,세그먼테애션,세그먼테이뗜,세그뻔테이션,세그먼테이뗜,세그런테이션,세그먼테끼션,세그먼테이뗜,세그런테이션,세그런테이션,세그먼테히션,세그뻔테이션,테그먼테이션,소그먼테이션,세그먼테히션,세그뻔테이션,세그런테이션,세그먼테이뗜,세으맨테이션,세그런테이션,세그런테이션,세그먼테히션,세그먼테이뗜,세그런테이션,소그먼테이션,세그먼테애션,세그먼테이뗜,세그먼테이뗜,세으맨테이션,세그뻔테이션,세그런테이션,세으맨테이션,세그먼테이뗜,세그런테이션,세그먼테이뗜,세그먼테이뗜,세끄먼테히션,세그뻔테이션,소그먼테이션,세으맨테이션,세그먼테이뗜,세그먼테이뗜,세그먼테히션,쇠그먼테이션,시그먼테이션,테그먼테이션,세으맨테이션,세그런테이션,세그먼테이뗜,세그런테이션,세그먼테이뗜,세그먼테히션,6,ㅅ
separate,세퍼레이트,제퍼레이크,세머레이쓰,세뻐레이트,세허레이튀,세패레끼트,세프레이트,새퍼레히트,새패레이트,세커레이드,세퍼레이드,쩨퍼레히트,세퍼레이투,세퍼로이트,세패레이트,쇠퍼레이트,세퍼네이트,쎄퍼레에트,시패레이트,세퍼네이크,세퍼레키트,세퍼래이트,세퍼레우트,세퍼레이트,세퍼레이크,세패레끼트,세퍼레키트,세퍼레이투,세커레이드,새패레이트,새패레이트,세머레이쓰,세패레이트,세퍼레이투,세프레이트,세퍼로이트,세패레끼트,세퍼레이투,세퍼레이크,세퍼래이트,세퍼레이투,세퍼레이크,세퍼레이크,세뻐레이트,세커레이드,세패레끼트,세퍼네이크,세퍼레이투,세퍼레이드,세커레이드,세패레끼트,세퍼레이트,제퍼레이크,세프레이트,제퍼레이크,세퍼네이크,세퍼네이트,새패레이트,세퍼레이투,세퍼로이트,세퍼레이드,세퍼로이트,세퍼레이크,제퍼레이크,세프레이트,세커레이드,제퍼레이크,세패레이트,세패레이트,세뻐레이트,세퍼레이트,제퍼레이크,세커레이드,세퍼레이드,쎄퍼레에트,세퍼레이트,세퍼래이트,세퍼레이투,세퍼로이트,세패레끼트,5,ㅅ
set,섿,센,샏,첻,쇧,젣,셉,솓,셑,싣,셀,섿,텓,쎋,뗃,쎋,첻,섿,샏,센,센,솓,쇧,뗃,쇧,뗃,샏,섿,첻,셀,젣,섿,쎋,샏,젣,센,샏,샏,첻,뗃,샏,젣,섿,셉,섿,셉,젣,섿,섿,섿,쎋,젣,센,뗃,셑,뗃,셑,셉,섿,텓,센,섿,솓,쎋,뗃,뗃,센,텓,젣,샏,센,섿,센,샏,뗃,젣,뗃,뗃,센,셀,1,ㅅ
share,셰어,뎨어,셰거,셰허,쎼애,셰으,셰어,졔으,졔어,셰애,셰꺼,셰거,셰허,쎼애,셰꺼,셰허,셰허,셰허,셰으,셰허,셰허,셰꺼,졔어,셰허,셰허,셰어,셰허,셰허,셰허,쎼애,셰허,셰거,셰꺼,졔어,셰허,셰허,셰허,셰거,셰거,셰허,셰허,졔어,셰거,졔어,셰으,셰허,셰허,쎼애,졔으,셰거,뎨어,셰어,셰허,졔어,셰애,셰거,졔어,셰애,셰허,셰허,셰허,졔어,셰허,셰허,셰허,셰허,쎼애,셰거,셰허,셰애,셰거,셰허,셰거,셰으,쎼애,졔으,셰허,쎼애,셰거,졔어,2,ㅅ
sharing,셰링,쎼밍,셰룽,셰릭,셰밍,셰랭,쳬륑,셰륑,졔맇,쎼릮,셰릉,쎼링,셰렝,셰맇,셰맄,셰링,셰릭,셰릭,셰륑,셰맄,셰밍,셰밍,셰밍,셰룽,셰륑,셰링,셰맄,셰륑,셰륑,셰릭,셰맄,셰밍,셰맄,셰밍,셰맄,셰맄,셰륑,셰맄,셰룽,셰랭,셰륑,셰링,쎼밍,셰렝,셰랭,셰릭,셰맇,셰릉,셰맄,셰릉,셰맄,셰륑,셰맇,셰맄,쎼밍,셰륑,셰맄,셰륑,셰렝,셰맄,셰맇,셰링,셰룽,셰밍,셰륑,셰렝,쎼밍,셰랭,쎼링,셰렝,셰맇,셰맄,셰랭,셰륑,셰륑,셰룽,셰맄,쎼밍,셰랭,셰룽,2,ㅅ
shuffle,셔펄,쎠펀,셔펄,셔헐,셔팰,셔멀,텨펄,셔뻘,셔펀,쳐펄,쎠팰,셔펌,셔플,쪄팰,셔컬,셔헐,셔헐,셔컬,셔플,텨펄,텨펄,쪄팰,셔펄,셔컬,셔컬,셔컬,셔컬,셔플,셔컬,셔플,셔펄,셔펀,셔멀,쪄팰,셔헐,셔멀,셔플,쪄팰,셔멀,셔컬,셔멀,셔펄,셔펄,셔플,셔컬,쳐펄,셔컬,쪄팰,쪄팰,셔컬,셔멀,셔플,텨펄,셔컬,쳐펄,쪄팰,셔플,셔멀,셔플,셔컬,셔플,셔펀,셔펄,셔컬,셔컬,셔헐,셔멀,쳐펄,셔펄,셔컬,셔펄,쪄팰,셔헐,셔뻘,셔컬,셔헐,셔컬,셔컬,셔펀,셔멀,2,ㅅ
simple,심펄,침플,십플,심펌,심헐,씸펄,신펄,샘팰,딤펄,샘펌,짐펄,셈펄,싶펄,샘펄,심펀,찜플,샘플,슴펄,실펌,심멀,띰헐,십펄,실펄,슴펄,십펄,싶펄,싶펄,침플,딤펄,딤펄,딤펄,샘플,씸펄,딤펄,딤펄,십플,씸펄,딤펄,슴펄,딤펄,슴펄,싶펄,씸펄,딤펄,슴펄,샘팰,샘펄,딤펄,심펀,샘팰,샘플,슴펄,샘펄,딤펄,싶펄,샘팰,씸펄,딤펄,실펌,심펌,셈펄,샘플,싶펄,샘플,슴펄,씸펄,샘팰,씸펄,딤펄,샘팰,샘팰,딤펄,씸펄,짐펄,샘플,십플,실펌,씸펄,샘플,슴펄,2,ㅅ
single level,싱걸 레벌,싱걸 레밸,생걸 레밸,싴갤 레벌,승걸 레벌,싱검 뢰벌,싱컬 레벌,생걸 레벌,칭걸 레벌,찡걸 레벌,싱걸 레범,징걸 레벌,팅걸 레펄,싱글 레덜,싱걸 레멀,싱걸 로덜,슁걸 레범,싱걸 레벌,싷걸 레벌,싴갤 레벌,승걸 레벌,싴갤 레벌,싱걸 레범,싱걸 레범,슁걸 레범,슁걸 레범,싱검 뢰벌,싱컬 레벌,싱걸 레범,싱걸 레밸,싴갤 레벌,싴갤 레벌,싱걸 레범,싱걸 레벌,싱걸 레밸,싱걸 레밸,싱검 뢰벌,싱걸 레밸,싱걸 레범,싱걸 레밸,싱걸 레밸,슁걸 레범,승걸 레벌,싱걸 레범,생걸 레밸,싱걸 레범,싱걸 레범,생걸 레밸,싱걸 레밸,싱걸 레밸,싱걸 레범,싱걸 레범,싱걸 레벌,싴갤 레벌,싴갤 레벌,생걸 레벌,싱걸 로덜,싱걸 레범,싱걸 레범,싱컬 레벌,싴갤 레벌,징걸 레벌,싱걸 레벌,승걸 레벌,싱컬 레벌,싱컬 레벌,싱걸 레범,싴갤 레벌,싱검 뢰벌,싱걸 레벌,싱걸 레벌,싱걸 레범,싱걸 레범,싱걸 레벌,칭걸 레벌,생걸 레밸,싱검 뢰벌,싴갤 레벌,슁걸 레범,싱걸 레범,5,ㅅ
size,사이즈,사끼지,사이즈,타이즈,사끼즈,사이주,자이즈,사이쯔,사키즈,자이스,짜위즈,싸이저,싸기즈,사애즈,사이지,사이스,사기즈,사히즈,사위즈,사으쯔,사위쯔,사히즈,사이지,사이지,사끼지,사이스,싸이저,싸이저,사위즈,사위즈,싸이저,사히즈,사히즈,사이쯔,사히즈,사이스,싸기즈,싸이저,싸이저,사이스,사기즈,사이즈,사이즈,타이즈,자이즈,사이지,싸이저,사끼지,타이즈,사끼즈,사위즈,사애즈,사위즈,사히즈,사위즈,사애즈,자이즈,사이쯔,사키즈,사이즈,사키즈,싸이저,사키즈,싸이저,사이지,사이즈,사이주,사히즈,싸이저,사이즈,사이지,사이즈,사히즈,싸이저,사으쯔,사위즈,사키즈,사키즈,사이지,사키즈,3,ㅅ
small,스몰,스놀,쉬몰,스멜,서물,스롤,스몬,스묄,쓰몰,시몰,스몸,스볼,스폴,뜨몰,스뽈,스물,스몰,수몰,스물,뜨몰,스몸,뜨몰,스놀,스놀,스멜,스멜,쉬몰,스놀,뜨몰,뜨몰,쓰몰,쓰몰,스롤,쓰몰,스멜,수몰,스몸,시몰,스몬,스폴,스롤,쓰몰,스물,스폴,스몸,스볼,스몬,스몸,스멜,수몰,쓰몰,뜨몰,스물,쉬몰,쉬몰,스놀,스몬,스물,스물,스물,스볼,스뽈,쓰몰,스뽈,스물,스물,스몰,수몰,스물,뜨몰,수몰,쓰몰,수몰,쉬몰,스물,스몰,스몬,쉬몰,스롤,스몬,2,ㅅ
software,소프트웨어,수프트웨어,소프트웨어,소프쓰웨어,소프트궤어,소프트웨허,소프트웨애,소퍼트웨어,소프트웨으,소프츠웨어,소프트퀘애,소퍼트웨애,쏘피트웨어,쏘프터웨어,도프트웨어,조프스웨어,쪼피트웨어,쏘프트웨어,소프츠꿰어,소흐크웨어,소프트웨거,또프트웨거,소프쓰퀘어,소쁘투웨어,소흐크웨어,소흐크웨어,소흐크웨어,소흐크웨어,또프트웨거,도프트웨어,소프트웨허,소프트웨애,또프트웨거,소프쓰웨어,소프트웨으,소프트웨허,소흐크웨어,소쁘투웨어,소프트웨애,또프트웨거,소흐크웨어,또프트웨거,또프트웨거,소프트웨으,또프트웨거,소프트웨허,또프트웨거,소프쓰웨어,도프트웨어,소프쓰퀘어,쏘프트웨어,또프트웨거,소프트웨거,소프트퀘애,소프트웨허,또프트웨거,수프트웨어,소프트퀘애,소프쓰웨어,또프트웨거,소흐크웨어,또프트웨거,소프쓰퀘어,소흐크웨어,소프트웨거,소흐크웨어,소흐크웨어,소흐크웨어,소흐크웨어,또프트웨거,소프쓰웨어,쏘프트웨어,또프트웨거,소프쓰퀘어,소프트웨허,소프트웨으,소프트웨허,소흐크웨어,소프쓰웨어,소흐크웨어,5,ㅅ
solution,설루션,샐르션,썰루션,슬루션,샐루션,썰루뗜,슬로션,설루뎐,설뤼셤,설로션,설루션,털루션,설무션,절루텬,쩔로션,설루쳔,설루젼,설리션,쩔로션,설뤼셤,설뤼셤,설로션,샐르션,설리션,설루쳔,설리션,샐루션,털루션,샐루션,털루션,털루션,샐루션,샐루션,설루쳔,쩔로션,쩔로션,샐루션,썰루션,샐루션,설리션,설리션,설루젼,설리션,설무션,설리션,털루션,설무션,털루션,설리션,설무션,썰루뗜,설무션,썰루뗜,설루쳔,설리션,설리션,설무션,샐루션,털루션,샐르션,샐루션,샐루션,샐르션,설루젼,쩔로션,썰루션,절루텬,샐루션,설루쳔,설루쳔,설리션,털루션,설루션,설무션,썰루션,설루쳔,샐루션,설루쳔,썰루뗜,털루션,3,ㅅ
space,스페이스,스포이스,스피이스,스케이드,스베이스,수페이즈,스메이츠,스페기드,스페끼서,스페이서,스푀이스,스페우스,스페이스,스페애스,스피애스,스페이쓰,스페에스,쓰페이스,스페위트,스푀이스,쓰페이스,스피이스,스피이스,스메이츠,스푀이스,쓰페이스,스피이스,스베이스,스피이스,스페이서,스메이츠,스페끼서,쓰페이스,스피이스,스베이스,쓰페이스,쓰페이스,수페이즈,스피이스,스케이드,스피이스,스페끼서,쓰페이스,스케이드,수페이즈,스피이스,쓰페이스,쓰페이스,스페위트,스페애스,수페이즈,스피이스,쓰페이스,쓰페이스,스피이스,스베이스,스페끼서,쓰페이스,쓰페이스,스페애스,수페이즈,스피이스,쓰페이스,스푀이스,쓰페이스,스푀이스,스피이스,쓰페이스,스베이스,스피이스,쓰페이스,수페이즈,스피이스,스푀이스,스피이스,스푀이스,스피애스,쓰페이스,스푀이스,스푀이스,4,ㅅ
spatial,스페이셜,즈페에셜,스페끼셜,드뻬이셜,스페기셜,스피이셜,스페이셜,스페이쎨,쓰베이셜,스테애셜,트페이셜,스푀이셜,스패이셜,스페이쳘,스페키셜,드헤이셜,서페이셜,드페이셜,스케에셜,스케으셜,서포이셜,쓰페이셜,스피이셜,스테애셜,스테애셜,스페키셜,스피이셜,스피이셜,스페끼셜,스페끼셜,스테애셜,스페이쎨,스페이쎨,스패이셜,스케에셜,스페이쎨,스페키셜,스페이쎨,스패이셜,트페이셜,스페이쎨,스페이쎨,스패이셜,스패이셜,스케에셜,드페이셜,스패이셜,스피이셜,스페이쎨,스테애셜,스케에셜,스테애셜,스페이쎨,쓰페이셜,스테애셜,스페이쎨,스페키셜,스피이셜,스테애셜,쓰페이셜,스페이쎨,드헤이셜,쓰베이셜,스페끼셜,쓰페이셜,쓰페이셜,스페끼셜,쓰페이셜,스페이쎨,스테애셜,드뻬이셜,서페이셜,스패이셜,스페이쎨,스피이셜,스피이셜,스페이쎨,스페이쎨,스페이쎨,드헤이셜,4,ㅅ
speed,스피드,스비드,스피드,쉬피르,츠피쓰,서피드,쯔피드,시피드,스히드,스피브,트피드,스페브,스피두,스티드,스피더,스티두,스프드,스페드,쓰피드,스비브,쉬피디,쓰피브,쉬피드,스페드,스피더,스페드,쉬피드,스페드,쓰피브,트피드,스히드,쯔피드,스티드,스티두,트피드,스비브,쉬피디,쉬피드,스비드,스페브,스비드,스프드,쉬피디,스비브,스비드,쓰피브,스비드,스페드,스비브,스비브,트피드,쉬피드,스비드,스페브,스비드,스페브,쉬피드,스피두,쓰피브,스비드,스페드,트피드,스피더,스비드,트피드,스피더,쓰피브,쓰피브,쉬피드,쉬피드,스피더,스페드,쉬피드,서피드,스비드,스프드,쉬피드,쉬피드,서피드,쯔피드,3,ㅅ
spite,스파이트,스파이츠,트파으트,스파이크,시파이트,스파기트,스파이트,스파으터,수파끼트,스파이쓰,서하이트,스파위트,즈파이트,서파에트,스카이트,스파히트,스카이터,즈파이트,스파으터,스파이쓰,스파이크,스파이크,스파이크,시파이트,스파으터,스파히트,즈파이트,스파이쓰,스파으터,시파이트,스파이크,스파기트,스카이트,스카이트,스파이쓰,스파이쓰,스파기트,스파기트,스파이쓰,스파이크,스파으터,트파으트,스파으터,스파이크,스파기트,스파으터,스파이크,스파으터,트파으트,시파이트,즈파이트,스파기트,스파이쓰,수파끼트,스파으터,스카이터,스파기트,스파기트,스파으터,스파위트,스파으터,스파으터,스파기트,스카이트,스파으터,스파이쓰,서하이트,스파으터,스파히트,시파이트,스파이쓰,스파위트,스파으터,스파으터,스파위트,스파이쓰,스파기트,스파기트,스파으터,스파이크,4,ㅅ
storage,스토러지,스토러시,스퇴르지,스토러즈,스토머지,시토러지,즈토래지,스토너찌,서토러지,시테러지,스퇴러지,수토러지,스토래지,스토러지,쓰토러지,스투러지,스토러찌,스토러씨,시토러지,스토러씨,스토래지,시테러지,스토러시,즈토래지,스토러시,스토러찌,스토러시,쓰토러지,스토머지,스투러지,쓰토러지,시토러지,쓰토러지,서토러지,서토러지,수토러지,스퇴르지,스퇴르지,서토러지,스토머지,수토러지,시토러지,스토러찌,스토러씨,서토러지,서토러지,스토러찌,스토러시,스토러시,수토러지,스토러지,스토머지,수토러지,스퇴러지,스토러시,스토러찌,시토러지,스토러씨,스토러찌,스토러씨,스토러씨,스토러시,스퇴르지,수토러지,쓰토러지,시토러지,서토러지,쓰토러지,스토러찌,스토러시,쓰토러지,서토러지,서토러지,시토러지,서토러지,수토러지,스퇴르지,쓰토러지,즈토래지,스토러씨,4,ㅅ
storage allocation,스토러지 앨러케이션,스토러지 앨러케위션,스토러지 앨머케이션,스토르지 앨러케이션,스토러지 앨러코이션,드토러지 앨러케이션,쓰토러지 앨러케이셤,스토러지 앨러케이셤,스토러지 핼러케끼션,스토러지 앨래케이션,스토러지 앰러케이션,스토러지 앨러케이션,스테러지 앨러케이션,스투러지 앨러케이션,스토너지 깰러케이션,스토러지 앨러캐이션,츠토러지 앨러케이션,스초러지 얼러케이션,스토러지 앨러케히션,스초러지 얼러케이션,스테러지 앨러케이션,스토너지 깰러케이션,스토러지 앨러케이션,스테러지 앨러케이션,스토르지 앨러케이션,스토러지 앨래케이션,스토러지 앨머케이션,스토러지 앨러코이션,스초러지 얼러케이션,스토너지 깰러케이션,스투러지 앨러케이션,스투러지 앨러케이션,스초러지 얼러케이션,스투러지 앨러케이션,스토러지 핼러케끼션,스토러지 앨래케이션,스토러지 앨러케이션,츠토러지 앨러케이션,스토러지 앨러코이션,스투러지 앨러케이션,스토르지 앨러케이션,쓰토러지 앨러케이셤,스토르지 앨러케이션,스투러지 앨러케이션,스초러지 얼러케이션,스토르지 앨러케이션,스토르지 앨러케이션,스투러지 앨러케이션,스토러지 핼러케끼션,쓰토러지 앨러케이셤,스토러지 앨러케이션,스토러지 핼러케끼션,스투러지 앨러케이션,스토너지 깰러케이션,스토너지 깰러케이션,츠토러지 앨러케이션,츠토러지 앨러케이션,스투러지 앨러케이션,스토너지 깰러케이션,쓰토러지 앨러케이셤,스토러지 앨러코이션,스토러지 앨머케이션,스토르지 앨러케이션,스토러지 앨러케이션,스토러지 앨러코이션,스투러지 앨러케이션,스토러지 앰러케이션,츠토러지 앨러케이션,스투러지 앨러케이션,츠토러지 앨러케이션,스토러지 핼러케끼션,스토너지 깰러케이션,츠토러지 앨러케이션,스토너지 깰러케이션,스토러지 앨머케이션,스투러지 앨러케이션,스토러지 앨러케이션,스투러지 앨러케이션,드토러지 앨러케이션,스토러지 앨러코이션,10,ㅅ
store,스토,시토,서투,스쏘,서도,서코,스코,쓰투,스테,서토,쯔토,수토,스토,드토,수테,쓰토,스초,츠투,츠토,시토,서투,츠투,시토,스초,드토,서투,수토,수토,서코,스쏘,서투,스쏘,츠토,스초,수토,수테,쯔토,서토,수테,스테,쓰토,츠토,서토,스쏘,츠투,스초,스테,서코,수토,수테,츠토,서도,드토,츠토,스쏘,서투,쓰투,드토,시토,수테,서토,쯔토,츠토,스테,스쏘,스초,서코,서투,스쏘,서토,츠투,스쏘,서투,스테,스쏘,츠토,수토,서투,서토,수토,2,ㅅ
structure,스트럭처,스트먹채,스티럭처,스투럭처,서트렁처,뜨트럭처,스트랙처,스트럭쩌,스트렁처,스츠럭처,드트럭저,스트럭처,스트륵처,스뜨럭츠,트트럭처,쯔트럭처,스터럭처,트트렁처,드트럭츠,스트넉처,쯔트럭처,트트렁처,스트렁처,스츠럭처,트트렁처,스투럭처,스츠럭처,스트넉처,스츠럭처,스터럭처,트트렁처,스트륵처,트트렁처,쯔트럭처,스뜨럭츠,스트랙처,스츠럭처,스터럭처,드트럭저,스터럭처,트트렁처,스터럭처,스츠럭처,뜨트럭처,스뜨럭츠,스트럭처,트트렁처,스츠럭처,스츠럭처,스터럭처,드트럭츠,스터럭처,스트렁처,쯔트럭처,스터럭처,스츠럭처,스츠럭처,드트럭저,스터럭처,스트럭처,스뜨럭츠,스츠럭처,쯔트럭처,드트럭츠,스트륵처,스뜨럭츠,스츠럭처,스터럭처,드트럭츠,스터럭처,스터럭처,스츠럭처,스트랙처,드트럭저,스트랙처,스뜨럭츠,스터럭처,스티럭처,스트럭처,스뜨럭츠,4,ㅅ
support,서포트,서포뜨,서푸드,스포트,서포츠,서페트,처푸트,서포트,스모트,서푸트,서포터,터포트,떠포트,서푀츠,서포투,써호트,새포트,서포츠,스포트,서페트,서포뜨,새포트,서포츠,새포트,서푸트,서페트,서페트,서푸트,서푸트,서포터,스포트,서페트,서포투,서페트,서푸트,새포트,터포트,서포투,서포츠,새포트,서푸트,서푸트,스포트,서포트,새포트,서페트,처푸트,새포트,스포트,서포투,서포트,새포트,서페트,서페트,스포트,서페트,서페트,서페트,써호트,서페트,써호트,써호트,써호트,써호트,서포뜨,서페트,써호트,새포트,서포투,써호트,서푸트,서푀츠,서페트,터포트,서페트,서포투,서푀츠,처푸트,새포트,서포투,3,ㅅ
swap,스와프,서와크,스와브,트화프,스콰므,즈콰프,서와프,스와프,스와퓌,스와크,즈와프,서와퍼,스과프,스와퍼,수와프,스와피,시와프,스와트,스화프,스과프,스화프,즈와프,서와퍼,스과프,서와프,스과프,스와프,스와프,서와크,스와프,즈콰프,스과프,서와프,스와프,서와퍼,서와프,서와프,서와프,스과프,스과프,즈와프,즈와프,스와퓌,스와프,스과프,스과프,서와퍼,스와브,서와프,수와프,서와프,스과프,서와프,스와퍼,서와프,스과프,수와프,서와크,서와프,서와크,스와퓌,서와프,서와프,스와피,서와크,스와트,서와프,서와퍼,스와트,스화프,스과프,수와프,스와프,스과프,서와프,서와퍼,서와크,서와퍼,스화프,스과프,3,ㅅ
switch,스위치,스퀴치,스위지,스위추,스퀴채,스외치,쓰위치,스귀체,스위체,스귀찌,시위치,쓰위체,쓰위채,스뀌치,스위찌,스퀴찌,서위치,서퀴치,시귀치,스위치,스이치,스우치,뜨위치,스귀찌,스위추,뜨위치,스위추,스위추,시귀치,시귀치,시위치,스이치,시위치,스위추,스위추,스이치,스위추,스위추,서위치,스위찌,스위추,스퀴채,스귀체,스외치,스외치,스위추,스위추,쓰위채,스위추,시귀치,스위체,스귀찌,시귀치,스위체,스위체,시위치,스위추,스퀴채,스위찌,스위추,스이치,스이치,스귀찌,시귀치,스이치,스위찌,스퀴찌,스귀찌,스퀴찌,시귀치,스외치,스위찌,스귀체,스위추,스이치,스귀체,스위추,시귀치,스위찌,스위찌,3,ㅅ
